COD;DESCRIP;ACCIONF;UNIDAD;CODLAB;NETO;MARCA;CODBAR;UNIENT;CAN_ING;CAN_IN2;VALCOM;FECHA;VENCE;CONTEN;CLIENTE;MODIFICA;MINIMO;MAX;STOCK;SW_TIPO;SW_TIPO2;novigente
UR70 19;EX. ENA                       ;PROCEDIMIENTOS           ;UNID;  ;49000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR70 20;PROCEDIMIENTO TEST DE DROGA AM;PROCEDIMIENTOS           ;UNID;  ;15000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FA10 12;PENICILINA  2000000 MILLONES  ;PENICILINOTERAPIA        ;FCO  ;  ;2500;0;               ;FCO  ;11.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FD20 02;MELOXICAM 15MG X 10 COMP.     ;ANTIACNE                 ;UNID;  ;3000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FAX0 02;LAGRIMAS ARTIFIACIALES        ;GOTAS OFTALMICAS         ;FCO  ;  ;12210;0;               ;FCO  ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FB90303;VENLAFAXINA 75 MGS;ANTIDEPRESIVO            ;COMP ;NULL;760;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;30;NULL;NULL;500;1000;840;1;0;0
FA50 10;ADASUVE 9,1 INHALADOR              ;ANTISICOTICO             ;FCO  ;  ;73500;0;               ;FCO  ;3.00;0.0;50000;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;1;3;2;1;0;0
FA10 13;SALES REHIDRATACION           ;SUEROTERAPIA             ;UNID ;  ;240;0;               ;CAJA ;200.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;0;0;0;1;0;0
FF64801;OTICUM GOTAS                  ;CORTICOTERAPIA           ;FCO  ;  ;13605;0;               ;FCO  ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UR10 02;EX.ALFAFETOPROTEINA           ;OTROS NO AFECTOS A IVA   ;UNID;  ;7580;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR10 03;EX.INMUNOGLOBULINA I.G.A.     ;OTROS NO AFECTOS A IVA   ;UNID;  ;7820;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR10 04;EX.INMUNOGLOBULINA IGG        ;OTROS NO AFECTOS A IVA   ;UNID;  ;7820;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR10 05;EX.INMUNOGLOBULINA I.G TOTAL  ;OTROS NO AFECTOS A IVA   ;UNID;  ;7820;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR10 06;EX.INMUNOGLOBULINA I.G.M.     ;OTROS NO AFECTOS A IVA   ;UNID;  ;7820;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UR10 07;EX.MAGNESIO SERICO            ;OTROS NO AFECTOS A IVA   ;UNID;  ;3555;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FC50 02;PAROXETINA 20 MGS             ;ANTIDEPRESIVO;CAJA ;  ;28050;0;               ;CAJA ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FA10 14;JEVITY 1000 ML                ;SOLUCION PARENTERAL;UNID;  ;6545;0;               ;     ;16.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
UA10 84;JABON LIQUIDO                      ;COSMETICOS               ;FCO  ;  ;2100;0;               ;FCO  ;-8.00;0.0;1575;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;49;1;1;0
UR70 21;ECO.ABDOMINAL                 ;PROCEDIMIENTOS           ;UNID;  ;26400;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FA30 03;DICLOFENACO 50 MGS                 ;ANALGESICO               ;COMP ;  ;25;0;               ;CAJA ;48.00;0.0;12;01-01-1900 0:00;01-01-1900 0:00;10;               ;NULL;100;300;180;1;0;0
UR80 02;CANULA MAYO N 4                    ;INSUMOS;UNID ;  ;1100;0;               ;UNID ;30.00;0.0;300;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;30;1;1;0
FA60 01;DULOXETINA 60 MGS X 30 COMP   ;ANTIDEPRESIVO            ;CAJA ;  ;26240;0;               ;CAJA ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UL80 06;ELECTROFORESIS PROTEINAS      ;USO GENERAL              ;UNID;  ;8680;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UL80 07;TESTOSTERONA                  ;USO GENERAL              ;UNID;  ;6250;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;1;1
FA60 02;GOTELY -DUO                   ;ANTIACIDO                ;UNID;  ;71880;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;0;NULL
FB00301;NITROGLICERINA 0,5 X 10 ML    ;VASODILATADOR            ;AMP  ;  ;5270;0;               ;AMP  ;2.00;0.0;2850;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;30;18;1;0;0
FA58301;PROPANOLOL 1 MGS X 1 ML       ;ANSIOLITICO              ;UNID;  ;1520;0;               ;     ;25.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FC50 03;TIOPENTAL 500 MGS             ;ANESTESICO               ;FCO  ;  ;9945;0;               ;CAJA ;0.00;0.0;5000;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;0;0;16;1;0;0
UL80 08;PELU CORTE                    ;USO GENERAL              ;UNID;  ;1;0;               ;     ;20.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 09;PELU LIMPIEZA FACIAL PROFUNDA ;USO GENERAL              ;UNID;  ;1;0;               ;     ;20.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FA10 15;DINOFLEX DUO 500/400          ;ACTIVADOR CEREBRAL       ;UNID;  ;28000;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA10 16;NALERONA 50 MGS               ;ANTIALCOHOLICO           ;CAJA ;  ;106500;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 17;CEFADROXILO 500 MGS           ;ANTIBIOTICO              ;CAJA ;  ;2925;0;               ;CAJA ;8.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 18;SOMNO XR 12,5 X 30 COMP       ;HIPNOTICO                ;CAJA ;  ;45000;0;               ;CAJA ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA30 04;GOTELY 0,4 MGS                ;ANALGESICO               ;CAJA ;  ;20500;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;0;NULL
UL80 10;EX. HIDROXICARCIFEROL VIT D   ;USO GENERAL              ;UNID;  ;28000;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UL80 11;EX. ANTIG CARCINO EMBRIONARIOC;USO GENERAL              ;UNID;  ;10320;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FAX6601;ENALAPRIL 20 MGS X 20 COMP    ;ANTIHIPERTENSIVO         ;COMP ;  ;25;0;               ;CAJA ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;4;0;1
UL80 12;EX. ALFA FETOPROTEINA         ;USO GENERAL              ;UNID;  ;7580;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 13;EX. HEPATITIS B               ;USO GENERAL              ;UNID;  ;7500;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UL80 14;EX. HEPATITIS C               ;USO GENERAL              ;UNID;  ;11850;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FA70401;BILAXIL FRASCO 400 GRS        ;REGULADOR DIGESTIVO      ;FCO  ;  ;36440;0;               ;FCO  ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FK50 07;RISPERIDONA 1 MGS                  ;ANTISICOTICO             ;COMP ;NULL;315;NULL;               ;CAJA ;0.00;NULL;49;01-01-1900 0:00;01-01-1900 0:00;1000;NULL;NULL;100;300;290;1;0;0
UL80 15;PELU MANICURE                 ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 85;CHATA PLASTICA                ;USO GENERAL;UNID ;  ;12800;0;               ;UNID ;6.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
FC50 04;BION 3                        ;VITAMINOTERAPIA          ;CAJA ;  ;10995;0;               ;CAJA ;5.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;12;1;0;1
UL80 16;EX. GLUCOSA                   ;USO GENERAL              ;UNID;  ;5692;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UL80 17;EX. UC HEMOGLOBINA GLICOSILADA;USO GENERAL              ;UNID;  ;25911;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UL80 18;EX. AEROBICO CORRIENTE CULTIVO;USO GENERAL              ;UNID;  ;11351;0;               ;UNID;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FA10 19;VATANAL SUPOSITORIOS X 10     ;ANTIHEMORROIDAL;CAJA ;  ;20000;0;               ;     ;3.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA10 20;TOL 12 COMP X 30 COM          ;ACTIVADOR CEREBRAL       ;UNID;  ;9500;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA20 02;ESKALIT 450 MGS X 50 COM      ;ANTIMANIACO              ;CAJA ;  ;39885;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UL80 19;PELU MASAJE RELAJACION        ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 20;PELU PODOLOGIA                ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 21;PELU TINTURA                  ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 22;PELU PEDICURE                 ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 23;PELU TINTURA 2                ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 24;PELU TINTURA 3                ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 25;PELU DEPILACION 2             ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 26;PELU REBAJE                   ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 27;PELU VARIOS                   ;USO GENERAL              ;UNID;  ;1;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 28;VIDRIO 5MM                    ;USO GENERAL              ;UNID;  ;64000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UL80 29;COLCHON                       ;USO GENERAL              ;UNID;  ;30000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;1;1;7;0
UL80 30;FRAZADA                       ;USO GENERAL              ;UNID;  ;16990;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 31;PELU VARIOS 2                 ;USO GENERAL              ;UNID;  ;6000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 32;PELU VARIOS 3                 ;USO GENERAL              ;UNID ;  ;8000;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;7;0
UL80 33;PELU VARIOS 4                 ;USO GENERAL              ;UNID ;  ;4500;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;7;0
UL80 34;PELU VARIOS 5                 ;USO GENERAL              ;UNID ;  ;2000;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;7;0
UL80 35;PELU VARIOS 6                 ;USO GENERAL              ;UNID ;  ;3000;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;7;0
FA10 21;SEROQUEL XR 400 MG            ;ACTIVADOR CEREBRAL       ;CAJA ;  ;166935;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
UL80 36;EX. UC VITAMINA B12           ;USO GENERAL              ;UNID;  ;42947;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UL80 37;EX. UC NIVELES PLASMATICO ACID;USO GENERAL              ;UNID;  ;43515;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FA51308;LORAZEPAN 2 MGS                    ;ANSIOLITICO              ;CAJA ;  ;1500;0;               ;CAJA ;22.00;0.0;600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;30;100;15;2;0;0
FA10 22;CETAPHIL LOCION               ;ANTIACNE;FCO  ;  ;27358;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA10 23;CALMURID LOCION               ;ANTIACNE;FCO  ;  ;15458;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA10 24;VITAMINA E                    ;VITAMINOTERAPIA          ;CAJA ;  ;12435;0;               ;CAJA ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 25;DIGOXINA                      ;CARDIOCIRCULATORIO;CAJA ;  ;3555;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 26;CARDIOASPIRINA                ;ANTIPIRETICO;CAJA ;  ;13485;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA10 27;DISULFIRAM INYECTABLE         ;ACTIVADOR CEREBRAL       ;FRASC;  ;29500;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA40 01;ENDULSANTE                    ;TERAPIA DE GLUCOSA;FCO  ;  ;3500;0;               ;FCO  ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 29;CEFAZOLINA 1 GR               ;ANTIBIOTICO              ;FCO  ;  ;723;0;               ;FCO  ;18.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;30;0;4;0;0
UL80 38;PELU VARIOS 8                 ;USO GENERAL              ;UNID ;  ;6000;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;7;0
FS11901;VIADIL FORTE GOTAS                 ;ANTIESPASMODICO          ;FCO  ;  ;4510;0;               ;FCO  ;0.00;0.0;3300;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;2;1;0;0
FAN0 01;HIDROCORTIZONA 20 MGS X 20 COM;CORTICOTERAPIA           ;CAJA ;  ;3000;0;               ;CAJA ;3.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA70 01;CLEXANE 40 MGS                ;ANTIAEROFAGICO           ;FCO  ;  ;22000;0;               ;     ;6.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA50 11;PLANIDEN 10 MGS               ;ANSIOLITICO              ;CAJA ;  ;25000;0;               ;CAJA ;8.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 30;TOPIRAMATO 50 MGS X 30 COMP   ;ANTIEPILEPTICO           ;CAJA ;  ;70000;0;               ;CAJA ;3.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FS10 01;FLEMEX JAT                    ;ANTITUSIVO;FCO  ;  ;12420;0;               ;FCO  ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FD64801;VALAXAM D 1650/5/12,5         ;ANTIHIPERTENSIVO         ;CAJA ;  ;33000;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UA90 02;ALCOHOL 250 ML                     ;ANTISEPTICO;FCO  ;  ;930;0;               ;CAJA ;31.00;0.0;520;01-01-1900 0:00;01-01-1900 0:00;36;               ;NULL;0;0;8;1;1;0
UL80 39;EX. PSICOLOGICO               ;USO GENERAL              ;UNID;  ;100000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
FM96601;FISIOFER SOL 15 ML            ;ANTIANEMICO              ;CAJA ;  ;39600;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA92001;FASARAX 20 MGS                ;ANTIALERGICO             ;CAJA ;  ;3260;0;               ;CAJA ;3.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA30403;ACTRON 400 MGS X 10 COMP      ;ANALGESICO               ;CAJA ;  ;4372;0;               ;     ;9.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;0;NULL
FA12801;EUTEBROL  10 MGS              ;ACTIVADOR CEREBRAL       ;CAJA ;  ;44120;0;               ;     ;13.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FAN0 02;SULFATO QUININA 260 MGS       ;ANTIAGREGANTE PLAQUETARIO;FCO  ;  ;7965;0;               ;     ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FJ54501;BICARBONATO DE SODIO 500 ML;SUEROTERAPIA;FCO  ;NULL;1800;NULL;               ;CAJA ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;20;NULL;NULL;0;0;0;1;0;0
FR10301;ACIDO VALPROICO 500MG              ;ANTIEPILEPTICO           ;COMP ;  ;250;0;               ;CAJA ;3220.00;0.0;130;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;1000;2500;2165;1;0;0
FL80301;NITROFURANTOINA 100 MG             ;ANTISEPTICO              ;COMP ;  ;40;0;               ;CAJA ;18.00;0.0;25;01-01-1900 0:00;01-01-1900 0:00;24;               ;NULL;0;0;100;1;0;0
FJ11301;CLOTRIMAZOL 1% 20 GR 1 CM     ;ANTIMICOTICO             ;TUB  ;  ;1200;0;7,80001E+12;TUB  ;16.00;0.0;320;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;50;18;1;0;0
FA30001;BERODUAL PUFF                      ;ANTIASMATICO             ;FCO  ;  ;28105;0;               ;FCO  ;3.00;0.0;10614;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;3;1;0;0
FA31319;CLORFENAMINA 4 MG COMP.       ;ANTIALERGICO             ;COMP ;  ;20;0;               ;CAJA ;279.00;0.0;430;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;600;1000;10;1;0;0
FA35201;CINTAS ACCU-CHEK GLICEMIA          ;TERAPIA DE GLUCOSA       ;CAJA ;  ;33000;0;               ;CAJA ;2.00;0.0;12560;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;5;10;5;1;0;0
T000 01;SALA DE PROCEDIMIENTO         ;SIN ACCION FARMACOLOGICA ;UNID;  ;33613;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;5;0;NULL
FF39901;SINOGAN 25MG                       ;ANTISICOTICO             ;COMP ;  ;1770;0;               ;CAJA ;520.00;0.0;761;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;500;1000;275;1;0;0
FG09401;FUROSEMIDA                         ;DIURETICO                ;COMP ;  ;40;0;               ;CAJA ;164.00;0.0;12;01-01-1900 0:00;01-01-1900 0:00;12;               ;NULL;12;72;50;1;0;0
FA90301;LORATADINA 10MG                    ;ANTIHISTAMINICO          ;COMP ;  ;18;0;               ;CAJA ;470.00;0.0;7;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;200;400;300;1;0;0
FM04801;AMLODIPINO 5 X 30             ;ANTIHIPERTENSIVO         ;COMP ;  ;200;0;               ;CAJA ;150.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;30;               ;NULL;200;300;0;1;0;0
FC34701;LEPONEX 25 mgs x20 comp       ;ANTISICOTICO;CAJA ;  ;15020;0;               ;CAJA ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;3;0;0
FM01310;pasta lasar 50gr              ;VITAMINOTERAPIA          ;pote ;  ;1560;0;               ;     ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
U000 06;BRANULA N`24                  ;INSUMOS                  ;UNID ;  ;600;0;               ;UNID ;2.00;0.0;490;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;100;300;13;1;1;0
FD41303;PROPANOLOL 40MG                    ;ANTIHIPERTENSIVO         ;COMP ;  ;60;0;               ;CAJA ;-41.00;0.0;9;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;1000;1800;1180;1;0;0
FC30301;DOMPERIDONA 10MG                   ;ANTIEMETICO              ;COMP ;  ;30;0;               ;CAJA ;60.00;0.0;15;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;100;200;269;1;0;0
U000 11;SUERO FISIOLOGICO 1 LT             ;SIN ACCION FARMACOLOGICA ;FRASC;  ;900;0;               ;     ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;10;1;1;NULL
FJ50 02;RINGER LACTATO 500ML          ;SUEROTERAPIA             ;FCO  ;  ;900;0;               ;CAJA ;18.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;0;0;0;1;0;0
TN48301;OXIGENO X CM3                 ;OREXIGENO                ;TUBO ;  ;31250;0;               ;     ;9480.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;5;0;0
FA51305;CLONAPAN 0.5MG X 30 COMP           ;ANSIOLITICO              ;CAJA ;  ;3480;0;               ;CAJA ;43.00;0.0;570;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;300;1000;24;2;0;0
U000 14;GUANTES N7  1/2                    ;SIN ACCION FARMACOLOGICA ;UNID ;  ;300;0;               ;CAJA ;9.00;0.0;220;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;0;0;50;1;1;0
U000 18;MARIPOSA N21                       ;SIN ACCION FARMACOLOGICA ;UNID ;  ;500;0;               ;UNID ;329.00;0.0;132;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;39;1;1;0
U000 19;MARIPOSA N23                       ;SIN ACCION FARMACOLOGICA ;UNID ;  ;500;0;               ;UNID ;2.00;0.0;132;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
U000 21;SONDA NASOGASTRICA            ;SIN ACCION FARMACOLOGICA ;UNID ;  ;1425;0;               ;UNID ;8.00;0.0;550;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
U000 22;ONE TOUCH                     ;INSUMOS                  ;FCO  ;  ;13683;0;4323149;FCO  ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;1;3;0;1;1;0
FL23101;LEVOTIROXINA 100 UG                ;TIROIDEOTERAPIA          ;COMP ;  ;150;0;               ;CAJA ;465.00;0.0;74;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;500;2000;795;1;0;0
FH60 01;CIRUELAX COMPRIMIDOS               ;LAXANTE                  ;COMP ;  ;200;0;7,80351E+12;FCO  ;170.00;0.0;48;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;300;700;255;1;0;0
FB51318;CLORANFENICOL SOL. OFT.            ;ANTIDEPRESIVO;FCO  ;  ;1700;0;               ;FCO  ;0.00;0.0;1108;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FJ13401;CICLOBENZAPRINA 10MG               ;RELAJADOR MUSCULAR       ;COMP ;  ;90;0;               ;CAJA ;380.00;0.0;12;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;300;700;330;1;0;0
